"Kalimat Berita","Jenis Berita"
"Jakarta-Beberapa orang terbiasa langsung tidur sehabis bercinta saking lemasnya. Hati-hati, kebiasaan ini sebenarnya nggak dibenarkan lho secara medis. Sebab, ada hal-hal yang perlu dilakukan wanita sehabis bercinta biar Miss V tetap sehat.Langkah-langkahnya pun sebenarnya nggak ribet kok! Hal sesimpel buang air kecil pun rupanya berpengaruh sekali untuk kesehatan Miss V. Dikutip dari Women Health, inilah berbagai hal simpel yang harus dilakukan setelah bercinta untuk menjaga kesehatan vagina:1. Buang air kecilSimpel sih, tapi rupanya buang air kecil setelah bercinta punya peran yang penting sekali untuk menjaga kesehatan vagina. Saat seseorang berhubungan seks, bakteri dari rektum dapat mendekati uretra sehingga menyebabkan infeksi.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBakteri yang secara mekanis berada di ujung uretra dibersihkan bersamaan dengan keluarnya urine. Tak heran, aktivitas buang air kecil sangat penting dilakukan usai bercinta.Baca juga:Momen Bercinta Terasa Gitu-gitu Saja? Pasutri Tenang, Begini 6 Cara Mengatasinya2. Bersihkan vaginaTidak perlu menggunakan pembersih mahal, cukup ambil waslap dengan air hangat dan usap lembut vagina bergerak dari depan ke belakang. Tak perlu melakukan double cleansing, karena vagina memiliki siklus pencucian internalnya sendiri untuk membuatkan tetap bersih dengan pH yang seimbang.3. Berendam di bak mandiYang satu ini sifatnya memang bukan wajib. Namun tak ada salahnya memanjakan diri dengan berendam setelah berhubungan seks. Pasalnya, rutinitas menyenangkan ini juga bisa membantu mengurangi risiko infeksi.4. Gunakan pakaian dalam katun yang longgarMengenakan pakaian dalam berbahan katun dan longgar membantu menjaga area kewanitaan untuk tetap kering. Celana dalam dengan bahan nilon dan ketat dapat menjebak kelembaban dan membantu pertumbuhan bakteri.Baca juga:Nggak Perlu Obat Kuat, 6 Makanan Ini Bikin Gairah Bercinta Makin NampolHalaman12Selanjutnyamiss vvaginaseksbercinta","Health"
"Daftar IsiJenis Vaksin yang Digunakan di RIJakarta-Kementerian Kesehatan RI mengingatkan masyarakat untuk segera melakukan vaksinasi COVID-19, baik dosis lengkap maupun booster. Hal ini menyusul seiringnya peningkatan kasus COVID-19 yang kembali dilaporkan di sejumlah negara, termasuk Indonesia.Berdasarkan data Kementerian Kesehatan pada 6 Desember 2023, rata-rata kasus harian COVID-19 bertambah sebanyak 35-40 kasus. Sementara, pasien COVID-19 yang dirawat di rumah sakit tercatat antara 60-131 orang.Kenaikan kasus ini didominasi oleh subvarian Omicron XBB 1.5 yang juga menjadi penyebab gelombang infeksi COVID-19 di Eropa dan Amerika Serikat. Selain varian XBB, Indonesia juga mendeteksi adanya subvarian EG.2 dan EG.5.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT""Saat ini, kami melihat ada kenaikan (kasus) yang cukup signifikan, diharapkan seluruh masyarakat untuk segera vaksinasi, dosis lengkap maupun booster,"" kata Direktur Jenderal Pencegahan dan Pengendalian Penyakit dr Maxi Rein Rondonuwu, Jumat (8/12/2023).Adapun pemberian vaksinasi berguna untuk meningkatkan kembali antibodi dalam tubuh dan memperpanjang perlindungan dari keparahan maupun kematian akibat infeksi COVID-19. Sebab, seiring berjalannya waktu, daya tahan tubuh atau titer antibodi kekebalan COVID-19 dari vaksin mulai mengalami penurunan terutama setelah 6 hingga 12 bulan.""Juga ada kemungkinan bahwa titer antibodi juga menurun karena sudah lama kita divaksin. Sudah lebih dari enam bulan dan secara teori harusnya (antibodi) menurun,"" tutur Ketua Satgas COVID-19 Ikatan Dokter Indonesia (IDI) sekaligus spesialis paru RS Persahabatan dr Erlina Burhan, SpP(K), dalam kesempatan berbeda, Kamis (7/12).Baca juga:Daftar Gejala Varian EG.5, Ringan tapi Bisa Picu Kondisi Berat Jika Ada KomorbidLebih lanjut, dr Maxi mengatakan vaksinasi dosis lengkap maupun booster bisa didapatkan secara GRATIS di puskesmas, rumah sakit, atau pos vaksinasi terdekat di daerah masing-masing. Cara mendapatkannya pun mudah, masyarakat hanya perlu menunjukkan KTP atau identitas lainnya kepada petugas vaksinasi.Jenis Vaksin yang Digunakan di RIAdapun jenis vaksin yang dapat digunakan oleh masyarakat adalah vaksin buatan dalam negeri yakni Inavac dan Indovac. Keduanya telah mendapatkan izin penggunaan darurat (EUA) dari Badan POM sehingga dipastikan aman, bermutu, dan berkhasiat.""Segera lakukan vaksinasi, jangan ditunda-tunda, karena virus ini cepat menyebar, sehingga dapat sangat berbahaya untuk keluarga maupun orang sekitar,"" terangnya.Meskipun sudah vaksinasi, dr Maxi juga berpesan agar masyarakat tetap perlu menerapkan protokol kesehatan seperti menggunakan masker saat sakit, menjaga jarak, dan mencuci tangan pakai sabun guna memberikan perlindungan optimal dari penularan COVID-19.Masyarakat juga diingatkan segera memeriksakan diri ke fasyankes maupun rumah sakit terdekat bila mengalami gejala yang mengarah pada COVID-19 seperti demam, batuk, pilek, dan sesak napas untuk diagnosis lebih lanjut.Baca juga:Curhat Kakek Umur 95 Tahun di Jepang soal Kebiasaan yang Bikin Panjang UmurSimak Video ""Kemenkes Izinkan Masyarakat Booster Pakai Vaksin Covid-19 Jenis Apapun""[Gambas:Video 20detik](suc/vyp)vaksin covid-19vaksinvirus coronacovid-19covid ngegas","Health"
"Jakarta-Siapa sih yang tak kenal dengan penyanyi lagu 'Seven' alias Jungkook BTS? Pria yang juga dikenal sebagai golden maknae alias si bungsu serbabisa ini ternyata memiliki kegemaran berolahraga lho. Dia bahkan dijuluki 'kelinci berotot' dari para Army, penggemar BTS.Dikutip dari laman Koreaboo, Jungkook BTS memang terkenal sebagai penggiat olahraga atau workout enthusiast. Selama bertahun-tahun, ia melakukan pelatihan fisik ekstensif untuk mendapatkan fisik bugar dan sehat.Baca juga:Curhat Kakek Umur 95 Tahun di Jepang soal Kebiasaan yang Bikin Panjang UmurJungkook juga sempat mengajak para fansnya mengintip rutinitas olahraganya, lewat sesi live maupun unggahan media sosial. Beberapa bulan yang lalu, misalnya, ia mengadakan siaran langsung di media sosial dan menghabiskan hampir satu jam berolahraga di depan kamera. Kala itu, latihannya terfokus pada latihan beban, termasuk pull-up, dumbbell fly, dan bicep curl.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTSelain melalui media sosial, beberapa tahun lalu Jungkook juga mengungkap beberapa rutinitasnya dalam variety show perjalanan BTS, Bon Voyage, yang menjadi tren di media sosial. Misalnya, pada 2019, rutinitas gym Jungkook terungkap melalui vlog berdurasi penuh, saat dia fokus pada latihan beban dan latihan pengencangan.Namun dalam wawancara baru-baru ini dengan Vogue Jepang, Jungkook menyebut gaya olahraga yang ia tekuni telah mengalami perubahan. Saat ini ia menjalani olahraga yang berfokus pada kardio. Olahraga tersebut dilakukannya selama hampir 30 menit, yang membantunya membakar sekitar 300 kalori setiap hari.Meski Jungkook tak merinci olahraga kardio apa yang dijalani belakangan ini, namun ada dugaan ia menekuni tinju atau boxing, treadmill, hingga elliptical. Disebut-sebut olahraga tersebut yang sangat ia minati saat ini.Baca juga:Daftar Gejala Varian EG.5, Ringan tapi Bisa Picu Kondisi Berat Jika Ada KomorbidSimak Video ""Top 5: #RIPTwitter yang Hebohkan Jagat Medsos hingga Polio Jadi KLB""[Gambas:Video 20detik](suc/vyp)jungkook btsjungkook bts olahragaolahraga jungkook btsbts","Health"
"Jakarta-Menteri Kesehatan (Menkes) Malaysia Dr Zaliha Mustafa melaporkan ada peningkatan kasus COVID-19 yang dilaporkan secara global, termasuk di negaranya. Namun disebutkannya, sebagian besar pasien COVID-19 di negaranya mengalami gejala ringan dan tak memerlukan perawatan di rumah sakit.""Ada peningkatan jumlah kasus COVID-19 yang dilaporkan secara global. Di Malaysia, peningkatan ini mengikuti tren yang terlihat setiap akhir tahun, yang juga terjadi di negara lain,"" ujarnya, dikutip dari The Star.Adapun varian yang saat ini mendominasi di negara tetangga RI itu adalah Omicron dengan subvariannya yang diketahui memiliki tingkat penularan tinggi. Meski begitu, Dr Zaliha menekankan, varian tersebut tak menimbulkan kasus yang parah. Menurutnya, tak ada varian baru COVID-19 yang terdeteksi di negaranya.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT""Meski terjadi peningkatan kasus, situasi saat ini di Malaysia masih terkendali dan tidak membebani fasilitas kesehatan yang ada. Kementerian tetap siap menghadapi segala kemungkinan yang mungkin terjadi, ujarnya.baca jugaDr Zaliha juga mengimbau masyarakat untuk menerapkan protokol kesehatan, seperti menjaga kebersihan diri hingga memakai masker bagi mereka yang mengalami gejala.Jika gejalanya memburuk, ia mengimbau untuk berkonsultasi ke dokter dan mendapatkan pengobatan antivirus di klinik kesehatan terdekat bagi mereka yang positif COVID-19 dan berisiko tinggi.""Masyarakat juga dapat menerima vaksin COVID-19 dosis utama di klinik kesehatan untuk mengurangi risiko penularan,"" tuturnya,""Kementerian akan terus memantau situasi dan varian Covid-19 dari waktu ke waktu,"" katanya seraya menambahkan bahwa masyarakat tidak boleh menyebarkan berita yang tidak terverifikasi untuk menghindari kebingungan dan keresahan masyarakat.Sebelumnya, Kementerian Kesehatan Malaysia mengatakan, ada 3.626 kasus COVID-19 yang dilaporkan pada 19 hingga 25 November 2023. Angka tersebut meningkat sebanyak 57,3 persen dibandingkan dengan minggu sebelumnya yang tercatat ada 2.305 kasus.baca jugaSimak Video ""Susul Singapura, Kasus Covid-19 Malaysia Naik 57%""[Gambas:Video 20detik](suc/suc)covid-19covid-19 malaysiakasus covid-19 malaysiakasus covid-19 malaysia tinggikasus harian covid-19 malaysia","Health"
"Jakarta-Siapa yang akhir pekan ini bakal menghabiskan waktu seorang diri? Sama sekali tak masalah! Sebab rupanya secara medis, 'me time' bisa memberikan banyak manfaat buat kesehatan lho.Memang sih, banyak orang menganggap orang yang banyak menghabiskan waktu sendirian mungkin kesepian. Namun rupanya menurut penelitian, waktu sendirian ini justru bisa mengurangi tekanan kehidupan modern dan membuat seseorang lebih bebas dari stres.Melalui penelitian yang diterbitkan dalam jurnal Scientific Reports, para peneliti meminta 178 orang untuk membuat catatan harian selama tiga minggu, melacak jumlah jam yang mereka habiskan setiap hari sendirian tanpa melakukan kontak tatap muka dengan orang lain, atau berbicara kepada mereka secara digital, seperti melalui media sosial atau email.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTPenelitian yang ini bertujuan untuk mencari tahu apakah ada 'titik kritis', yaitu jumlah jam sendirian per hari yang dapat membahayakan kesejahteraan.Dari riset tersebut, mereka menemukan bahwa semakin banyak waktu yang dihabiskan seseorang untuk menyendiri, semakin rendah tingkat stresnya.Dalam penelitian tersebut, para relawan penelitian ditanyai tiga pertanyaan seputar seberapa besar tekanan yang mereka rasakan untuk berperilaku dengan cara tertentu, seberapa bebas mereka merasa menjadi diri mereka sendiri, dan seberapa besar mereka merasa bisa mengendalikan apa yang terjadi sepanjang hari.Baca juga:Warga Malaysia Borong Masker gegara COVID 'Ngegas' LagiPeneliti menemukan, subjek penelitian yang lebih banyak menghabiskan waktu sendirian cenderung menjawab pertanyaan-pertanyaan ini dengan lebih positif.Namun di samping itu, penelitian ini juga tidak menampik bahwa momen kesendirian ini tidak semuanya baik. Efek kesendirian ini tidak sepenuhnya akan terasa menyenangkan jika seseorang tidak benar-benar menginginkan waktu sendirian.""Kesendirian bisa sangat menenangkan, karena Anda adalah kaptennya sendiri.Tidak ada atasan yang menginginkan tugas diselesaikan, dan tidak ada percakapan yang memberikan tekanan untuk menghibur dan menyenangkan,"" ungkap pemimpin penelitian dari University of Reading, Profesor Netta Weinstein dikutip dari Daily Mail UK, Sabtu (9/12/2023).""Tentu saja bersama orang lain sangat bermanfaat, tapi bisa juga berdampak buruk, jadi kesendirian dalam jangka waktu tertentu dapat membantu menyeimbangkan waktu yang kita habiskan untuk bersosialisasi, dan meningkatkan kesejahteraan,"" imbuhnya.Baca juga:7 Faktor Penyebab Serangan Jantung yang Harus Diwaspadai Sejak DiniSimak Video ""Psikolog Jelaskan Perbedaan Kondisi Stres dan Depresi""[Gambas:Video 20detik](vyp/vyp)me timemanfaat me timestreskesehatan mental","Health"
"Jakarta- Darya-Varia berkomitmen untuk memperkuat kualitas kesehatan masyarakat. Langkah ini diwujudkan melalui produk baru HerbaBlend Cough & Flu.","Health"
"Daftar IsiLaporan Kementerian Kesehatan SingapuraJakarta-Bersamaan dengan Singapura dan Malaysia, Indonesia juga kini mencatat kenaikan kasus COVID-19. Beredar informasi, kenaikan kali ini dipicu oleh merebaknya varian Eris EG.5.Namun di samping faktor varian Corona, situasi COVID-19 yang meningkat kembali di RI kali ini juga dipicu oleh menurunnya kekebalan masyarakat. Sebab secara teori, titer antibodi dari vaksin COVID-19 memang secara alami akan menurun dalam waktu 6 hingga 12 bulan setelah suntikan terakhir.Hal itu dijelaskan oleh Ketua Satgas COVID-19 Ikatan Dokter Indonesia (IDI) sekaligus spesialis paru RS Persahabatan dr Erlina Burhan, SpP(K). Menurutnya, gejala varian EG.5 yang menyebar kini sama saja dengan gejala varian Corona yang merebak sebelumnya.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT""Selain hidung meler juga nyeri tenggorok. Gejala nyeri otot, nyeri badan, nggak enak badan, itu adalah gejala umum. Untuk hampir semua COVID itu terjadi. gejalanya nggak jauh berbeda, mirip-mirip saja sebenarnya. Gejala nggak enak badan, nyeri-nyeri badan,"" jelasnya dalam konferensi pers virtual, Kamis (7/12/2023).""Di Singapura juga jumlah peningkatan pasien-pasien yang dirawat juga tidak terjadi peningkatan yang serius. Artinya apa? Gejalanya memang tidak berat. Kalaupun ada yang dirawat biasanya karena ada komorbidnya. Kalau dia asma dia menjadi mengi, atau tensi naik, (pasien) dirawat karena komorbidnya,"" imbuh dr Erlina.Baca juga:Fakta-fakta Varian EG.5, Disebut-sebut Bikin COVID Naik Lagi di RI dan SingapuraLaporan Kementerian Kesehatan SingapuraKementerian Kesehatan Singapura (MOH) melaporkan, pada Jumat (8/12), jumlah kasus rawat inap dan unit perawatan intensif (ICU) akibat COVID-19 kini terpantau meningkat.Rata-rata rawat inap harian akibat COVID-19 juga meningkat menjadi 225 dari 136 pada minggu sebelumnya, dan rata-rata kasus harian di unit perawatan intensif meningkat menjadi empat kasus dibandingkan satu kasus pada minggu sebelumnya.Namun begitu Kemenkes Singapura menyebut, jumlah kasus rawat inap dan ICU tidak sebanyak pada masa pandemi COVID-19. Selain itu, tidak ada indikasi bahwa varian Corona yang beredar kini lebih mudah menular dan berpotensi memicu gejala berat dibandingkan varian Corona yang menyebar sebelumnya.Baca juga:Dokter Ungkap 12 Tanda Serangan Jantung Bakal Tiba, Salah Satunya Nyeri PunggungSimak Video ""Kemenkes: Kasus Covid-19 RI Naik dari Minggu ke Minggu""[Gambas:Video 20detik](vyp/vyp)covid-19virus coronakenaikan kasus covid-19kenaikan kasus covid-19 singapuraeg.5gejala covid-19 subvarian eg.5singapura","Health"
"Jakarta-Jepang terkenal akan banyak warganya yang hidup sehat dan panjang umur. Tak heran, sebab warga Jepang memang akrab dengan gaya hidup sehat berupa makan sehat dan gemar berjalan kaki. Salah satunya, adalah kakek berusia 95 tahun di Osaka Jepang, yang sehari-harinya menghabiskan waktu untuk hidup bahagia.Kakek tersebut adalah seorang pensiunan ahli jantung. Dengan cara pandang yang senantiasa kreatif, ia kini menjalani hari-harinya untuk terus belajar dan melakukan aktivitas yang digemarinya. Sang cucu, Mika Cribbs, menyebut kakeknya adalah contoh konkret orang yang 'menua dengan anggun'.Lantas sebenarnya, kebiasaan apa saja sih yang membuat sang kakek bisa hidup panjang umur sampai mencapai usia 95 tahun dengan sehat dan bahagia? Ternyata kebiasaannya simpel dan nggak ribet. Begini kesaksian sang cucu:ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT1. Rutin jalan pagiMika menjelaskan, kakek dan neneknya senantiasa bangun pukul 5 pagi, kemudian dilanjut dengan aktivitas jalan kaki selama 30 menit hingga satu jam. Setidaknya dalam sehari, kakek-neneknya berjalan hingga mencapai 7.000 langkah.Baca juga:Fakta-fakta Varian EG.5, Disebut-sebut Bikin COVID Naik Lagi di RI dan Singapura2. Rajin latihan keseimbanganSetelah berjalan kaki, kakek-nenek Mika akan melanjutkan aktivitas olahraga yang disesuaikan dengan kemampuan dan kondisi fisik mereka. Dimulai dengan peregangan, kemudian latihan kekuatan dan keseimbangan. Mereka selalu memastikan, latihannya ini tak terlalu membebani kemampuan tubuhnya.3. 'Gaul' di media sosialSetelah latihan fisik, kakek dan nenek Mira akan mengeluarkan laptop untuk membuka Facebook dan Instagram, kemudian berinteraksi lewat medsos dengan keluarga dan orang-orang terdekatnya. Dengan menjalin hubungan yang baik, mereka bisa menjaga kondisi emosionalnya.Langkah kakek-nenek Mira ini sejalan dengan temuan penelitian yang menyebut, isolasi sosial pada orang lanjut usia mengakibatkan tingginya tingkat kesepian, terutama di kalangan pria lanjut usia.4. Rajin 'curhat' di blogSejak 2014, kakek Mira rutin menghabiskan waktu beberapa menit hampir setiap hari untuk menulis pemikiran, pengalaman, dan wawasannya di blognya. Sekarang, sang kakek sudah memiliki lebih dari 1.000 postingan.Di usia kakek Mira, sangat mudah untuk seseorang kehilangan semangat hidup. Namun dengan rajin nge-blog selama beberapa tahun ini, kakek Mira memiliki pengingat yang baik tentang pentingnya tindakan kecil dan konsisten.5. Bikin karya seniKakek Mira adalah seorang seniman ulung. Setiap hari dia duduk dan menggambar potret dirinya. Dengan hati-hati ia membuat sketsa setiap garis, bayangan, dan detail, dia menggunakan waktu itu untuk mendapatkan pemahaman yang lebih baik tentang dirinya sendiri.Diyakininya, dengan membuat karya seni, kakek Mira bisa memiliki momen untuk bersantai sekaligus menemukan motivasi untuk melakukan hal yang disukai.NEXT:Tak pernah 'skip' tidur siang dan selalu makan enak!Baca juga:Warga Malaysia Borong Masker gegara COVID 'Ngegas' LagiHalaman12Selanjutnyapanjang umurpanjang umur orang jepanghidup panjang umurtips panjang umurtips panjang umur ala orang jepang","Health"
"Daftar IsiCara Penggunaan TawasJakarta-Salah satu 'mimpi buruk' yang ditakuti banyak orang adalah mengalami bau badan, khususnya di area ketiak. Bagian tubuh ini memang paling rentan mengeluarkan bau tak sedap serta keringat berlebih.Tak sedikit masyarakat yang menggunakan berbagai kosmetik atau produk untuk menghilangkan bau ketiak. Bahkan ada pula yang menggunakan tawas sebagai solusinya.Dokter spesialis kulit dr I Gusti Nyoman Darmaputra SpKK, SubspOBK, FINSDV, FAADV menjelaskan, pada dasarnya tawas adalah mineral alami yang aman digunakan sebagai deodoran dan jarang menimbulkan efek samping. Hal ini dikarenakan tawas tak mudah terserap ke dalam kulit.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Viral Tawas Dijadikan Deodoran, Aman Nggak Sih? Dokter Kulit Bilang GiniMeski aman, dr Darma menyebut beberapa orang dengan kulit sensitif kemungkinan bisa mengalami iritasi kulit apabila menggunakan tawas.""Terutama jika mereka memiliki kulit yang sensitif atau alergi terhadap aluminium, komponen utama tawas,"" imbuhnya saat dihubungi detikcom, Kamis (7/12/2023).Cara Penggunaan TawasTawas memiliki sifat antiseptik dan antimikroba, yang bisa membantu mengurangi bau badan dengan menghambat pertumbuhan bakteri penyebab bau pada kulit. Adapun cara penggunaan tawas yang benar menurut dr Darma, yakni:Basahi tawas: Sebelum digunakan, basahi batu tawas dengan air.Gosokkan pada kulit: Gosokkan lembut pada area ketiak yang sudah dibersihkan.Biarkan kering: Tunggu sampai area tersebut kering sebelum memakai pakaian untuk menghindari noda.Baca juga:Fakta-fakta Varian EG.5, Disebut-sebut Bikin COVID Naik Lagi di RI dan SingapuraSimak Video ""Kasus Nyeri Punggung Bawah Diprediksi Meningkat Ratusan Juta Tahun 2050""[Gambas:Video 20detik](suc/vyp)tawastawas untuk ketiaktawas untuk bau ketiakbau ketiak","Health"
"Daftar IsiYang Bikin Gejala COVID-19 Jadi BeratJakarta-Indonesia kini kembali diterpa kenaikan kasus COVID-19, disebut-sebut akibat menyebarnya varian Eris EG.5 yang juga memicu kenaikan di Singapura. Menurut dokter paru, varian ini memang cenderung memicu gejala ringan. Namun ia punya catatan tersendiri bagi orang-orang dengan kondisi tertentu, seperti apa?Ketua Satgas COVID-19 Ikatan Dokter Indonesia (IDI) sekaligus spesialis paru RS Persahabatan dr Erlina Burhan, SpP(K) menjelaskan, mengacu pada data dari (Global Initiative on Sharing All Influenza Data), varian EG.5 sebenarnya sudah ditemukan di Indonesia pada Juli 2023, dengan kasus mencapai 20 persen. Namun dengan temuan saat itu, tidak terjadi lonjakan kasus maupun perawatan inap pasien COVID-19 di Indonesia.""Ternyata gejalanya ringan-ringan saja sebagaimana Omicron. Belum ada data yang menunjukkan bahwa EG.5 atau HK.3 ini menghasilkan gejala yang berbeda dari varian biasa seperti XBB.1 dan di atas lagi Omicron itu ternyata tidak berbeda bermakna,"" terangnya dalam konferensi pers virtual, Kamis (7/12/2023).ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTIa menjabarkan, seperti COVID-19 dengan infeksi varian Corona lainnya, varian Eris EG.5 memicu gejala berupa:Demam tinggiBatukRhinorrhea (meler)Kehilangan kemampuan mencium bau dan mengecapBaca juga:Fakta-fakta Varian EG.5, Disebut-sebut Bikin COVID Naik Lagi di RI dan SingapuraYang Bikin Gejala COVID-19 Jadi BeratMenurut dr Erlina, tingkat keparahan gejala pasien COVID-19 sebenarnya bukan dipicu oleh jenis varian yang menginfeksi, melainkan kondisi kekebalan tubuh pasien. Walhasil pada varian apa pun termasuk Eris EG.5, yang rentan mengalami gejala berat adalah orang-orang dengan penyakit komorbid dan masalah imunitas.""Biasanya kita temukan pada lansia, orang dengan komorbiditas misalnya diabetes melitus, hipertensi, gangguan ginjal khususnya yang tidak terkontrol tentu saja,"" tutur dr Erlina.""Dan orang-orang yang kondisinya immunocompromise (seperti) pengidap HIV, autoimun, atau pasien kanker juga imunitasnya rendah sekali sehingga kalau terinfeksi COVID biasanya gejalanya tidak ringan-ringan saja sebagaimana yang lain tetapi bisa berat,"" pungkasnya.Baca juga:Warga Malaysia Borong Masker gegara COVID 'Ngegas' LagiSimak Video ""Kemenkes: Kasus Covid-19 RI Naik dari Minggu ke Minggu""[Gambas:Video 20detik](vyp/up)covid-19virus coronavarian eg.5gejala covid-19 subvarian eg.5kenaikan kasus covid-19","Health"
"Daftar IsiCiri-ciri Kolesterol TinggiPenyebab Kadar Kolesterol Tinggi1. Merokok2. Stres3. Pola Makan4. Obesitas5. Mengkonsumsi Minuman Alkohol6. Kurang Aktivitas FisikJakarta-Kolesterol adalah lemak yang terdapat dalam aliran darah atau sel tubuh manusia. Apabila kadar kolesterol sudah tinggi, hal ini dapat menyebabkan penyakit berbahaya seperti jantung dan stroke.Untuk terhindar dari kolesterol tinggi, sebaiknya detikers mulai menjaga pola makan secara teratur. Selain itu, imbangi juga dengan perbanyak olahraga minimal seminggu sekali.Ada sejumlah tanda-tanda pada tubuh ketika kadar kolesterol sudah tinggi. Lantas, apa saja ciri-ciri kolesterol tinggi? Simak pembahasannya secara lengkap dalam artikel ini.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTCiri-ciri Kolesterol TinggiTerkadang, banyak orang yang tak sadar kalau kadar kolesterolnya sudah tinggi. Dilansir laman resmi Kementerian Kesehatan, kadar kolesterol yang normal adalah kurang dari 200 mg/dL.Perlu diketahui bahwa batas tinggi kolesterol berkisar 200-239 mg/dL dan dikatakan sangat tinggi jika sudah melebihi 240 mg/dL.Disarankan untuk melakukan pengecekan kadar kolesterol jika sudah mengalami ciri-ciri di bawah ini:Mudah lelah dan ngantukNyeri otot kaki dan pegal-pegalMudah sesak napasDisfungsi ereksi pada priaBerat badan melonjak naikSering mengalami nyeri dadaSering kesemutanTerdapat endapan kolesterol berwarna kuning muda di bawah kulit (xanthelasma).Penyebab Kadar Kolesterol TinggiAda sejumlah faktor yang menyebabkan seseorang terserang kolesterol tinggi. Dilansir situs Cleveland Clinic, berikut penyebab kadar kolesterol meningkat.1. MerokokSeseorang yang sering merokok dapat menurunkan kolesterol baik atau High Density Lipoprotein (HDL) sekaligus meningkatkan kolesterol jahat atau Low Density Lipoprotein (LDL) di dalam darah.2. StresStres juga menjadi pemicu seseorang mengalami kolesterol tinggi. Sebab, stres dapat mengaktifkan sistem saraf simpatis yang dapat menyebabkan pelepasan epinefrin dan norepinefrin yang dapat meningkatkan konsentrasi asam lemak bebas di dalam darah.3. Pola MakanPenyebab lain kadar kolesterol jadi meningkat adalah karena kurang mengatur pola makan. Perlu diketahui, mengkonsumsi makanan yang mengandung lemak jenuh dan tinggi kolesterol berpotensi meningkatkan kadar kolesterol di dalam darah.4. ObesitasKelebihan berat badan atau obesitas juga menyebabkan kadar kolesterol meningkat. Umumnya, orang dengan berat badan berlebih memiliki kadar trigliserida yang tinggi. Hal ini dapat berpotensi untuk berubah menjadi Very-Low Density Lipoprotein (VLDL) dan HDL ke hati.5. Mengkonsumsi Minuman AlkoholTerlalu banyak mengkonsumsi minuman alkohol sangat tidak baik untuk kesehatan tubuh, salah satunya dapat meningkatkan kadar kolesterol.6. Kurang Aktivitas FisikKurangnya melakukan aktivitas fisik dapat mempengaruhi kadar kolesterol di dalam tubuh. Sebab, ketika tubuh jarang berolahraga dan terlalu banyak mengkonsumsi makan-makanan, hal ini dapat meningkatkan kolesterol LDL.Untuk itu, mulailah sejumlah aktivitas fisik ringan seperti berjalan kaki atau jogging. Selain itu, kamu juga bisa berolahraga seperti bermain bulu tangkis, berenang, hingga futsal.Itu dia delapan ciri-ciri kadar kolesterol tinggi dan sejumlah penyebabnya. Semoga artikel ini dapat menambah informasi detikers.Simak Video ""Tips dari Dokter untuk Pengidap Kolesterol Agar Aman Jalankan Puasa""[Gambas:Video 20detik](ilf/fds)kolesterolkadar kolesterolkolesterol tinggi","Health"
"Jakarta-Mantan Kepala Badan Nasional Penanggulangan Bencana (BNPB) Letnan Jenderal (Purn) Doni Monardo meninggal dunia pada Minggu (3/12/2023). Doni Monardo meninggal dunia pada pukul 17.35 WIB.""Telah meninggal dunia Letjen Purn DR HC Doni Monardo, (Kelahiran 10 Mei 1963) pada hari Ahad 3 Desember 2023 pukul 17.35 WIB,"" kata Staf Khusus Kepala BNPB 2019-2021 Egy Massadiah, Minggu (3/12/2023).Doni diketahui sempat mendapat perawatan intensif RS Siloam Semanggi Jakarta sejak beberapa waktu lalu.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTSaat sakit, beberapa pejabat negara sempat menjenguk Doni. Salah satunya adalah Presiden RI Joko Widodo. Saat itu, Presiden Jokowi sempat melihat kondisi Doni yang terbaring di tempat tidur perawatan dan berbincang bersama keluarga.Baca juga:COVID-19 Singapura Ngegas 2 Kali Lipat, Ada Varian Baru? Ini TemuannyaSebelumnya, eks Kepala BNPB ini sempat mendapatkan perawatan intensif pada September 2023 di rumah sakit. Kondisinya juga sempat membaik setelah menjalani operasi. Namun, saat itu pihak BNPB tidak menjelaskan secara rinci apa sakit yang dialami oleh Doni.""Iya sedang sakit dan dalam perawatan. Dirawat sejak tadi malam,"" ucap Plt Kepala Pusat Data, Informasi dan Komunikasi Kebencanaan BNPB Abdul Muhari, Kamis (21/9/2023).Selain dikenal sebagai mantan Kepala BNPB, ia juga sempat menjadi Ketua Pelaksana Gugus Tugas Percepatan Penanganan COVID-19. Saat itu ia ikut melakukan monitor perkembangan kasus COVID di Indonesia.Baca juga:Kasus COVID-19 di Singapura Naik 2 Kali Lipat dalam SepekanSimak Video ""Profil Doni Monardo, Mantan Kepala BNPB yang Meninggal Dunia""[Gambas:Video 20detik](avk/kna)doni monardodoni monardo meninggalkepala bnpbbnpb","Health"
