"Kalimat Berita","Jenis Berita"
"Jakarta-Dua seri tersisa,Francesco Bagnaiamasih dalam misi mempertahankan titel juara MotoGP. Asal, jangan sampai disalipJorge Martin!MotoGP 2023menyisakan dua seri. Dua seri itu adalah MotoGP Qatar pada 20 November dan MotoGP Valencia pada 26 November.Baca juga:Klasemen MotoGP 2023: Bagnaia Jaga Jarak 14 Poin dari MartinDiKlasemen MotoGP 2023sementara,Francesco Bagnaiamemimpin dengan 412 poin. Rider Ducati itu unggul tipis, cuma 14 poin dariJorge Martindi tempat kedua!ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTDengan dua seri tersisa, segala kemungkinan masih bisa terjadi. Apalagi ada Sprint Race, yang perolehan poinnya bisa jadi krusial.Baca juga:Bukan Harinya Jorge MartinFrancesco Bagnaiatidak punya strategi khusus untuk bisa mengamankan gelar juara MotoGP di tahun 2023 ini. Dirinya hanya harus fokus, untuk tidak disalip Jorge Martin!""Sangat penting bagi kami agar tidak membiarkan Martin menyalip. Saya tidak menyangka dengan kecepatan yang dia miliki,"" ujarnya dilansir dariCrashselepas MotoGP Malaysia 2023, Minggu (12/11).""Martin tampil gemilang di tikungan ke-14 hari ini. Jadi saya terus berusaha melaju kencang,"" sambungnya.Baca juga:Adik Valentino Rossi Merapat ke Honda, Marc Marquez Bilang BeginiFrancesco Bagnaia dalam kondisi fit jelang dua seri terakhir. Pecco pun siap, jika harus beradu lagi denganJorge Martin!""Martin terus memberikan kami masalah,"" tutupnya.(aff/cas)francesco bagnaiajorge martinklasemen motogp 2023motogp 2023","Sport"
"Jakarta-MotoGP 2023 tinggal dua seri tersisa, yakni di Qatar dan Valencia. Duel Francesco Bagnaia vs Jorge Martin patut dinanti yang memperebutkan titel juara dunia MotoGP musim ini.Sejumlah rider memprediksi siapa juara MotoGP musim ini. Akankah Pecco mengulangi capaian musim lalu atau Martin menjadi nama baru di jajaran juara dunia MotoGP.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT(/)francesco bagnaiajorge martinmotogp 2023","Sport"
"Sepang-Adik Valentino Rossi,Luca Marini, dikabarkan merapat ke Repsol Honda diMotoGP 2024. Tak bisa dipungkiri, hal ini tampak ironis bagiMarc Marquez.Seperti diberitakan sebelumnya, Honda sedang mencari pengganti Marquez, yang menyeberang ke Gresini pada musim depan. Miguel Oliveira, Fabio Di Giannantonio, Luca Marini, Pol Espargaro, bahkan rider Moto2 Fermin Aldeguer muncul sebagai kandidatnya.Di tengah bergulirnya MotoGP Malaysia 2023, Luca Marini mencuat sebagai calon terkuat tandem Joan Mir. Sky melaporkan, Honda dan pebalap VR46 itu menggelar pertemuan penting di Sepang pada Sabtu (11/11/2023).ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Marc Marquez pada Honda: Percuma Punya Rider Bagus, kalau Motor BapukDisebutkan bahwa kesepakatan di antara kedua belah pihak sudah sangat dekat, dan pengumuman akan diresmikan. Meski begitu, belum bisa dipastikan berapa lama Honda akan mengontrakLuca Marini.Jika Luca Marini betul-betul menggantikanMarc Marquezdi Honda, maka situasi ini bisa dibilang ironi. Marini adalah adikValentino Rossi, yang saat masih berkarier menjadi musuh bebuyutan Marquez. Hubungan kedua pebalap masih dingin bahkan sampai Rossi sudah pensiun karena serangkaian insiden di lintasan balap.Baca juga:Bagnaia: Ungguli Jorge Martin 14 Poin Bagus, tapi...""Anda harus bisa membedakan banyak hal,"" sahut Marquez dikutipAS. ""Aku selalu memiliki hubungan yang saling menghormati dan ramah dengan Luca Marini. Kami akur, kami saling bicara. Anda harus tahu membedakan banyak hal karena di masa lalu dengan adikku tidak seperti itu, tapi sekarang seperti itu.""""Kubilang Anda harus tahu bagaimana membedakan banyak hal. Di masa lalu, rivalitasku dengan Valentino itu memang bukan rahasia lagi. Namun, pertanyaan apakah aku terkejut karena Marini mengambil tempatku, jika seorang pebalap itu terbukti kencang, maka si pebalap itu pantas mendapatkannya...""Dan ketika aku mengatakan tentang adikku, yang dulunya juara dunia Moto2 dan dia pantas dipromosikan ke MotoGP, tidak masalah siapa atau nama belakang yang anda punya. Setiap pebalap punya gaya sendiri, karakter sendiri, dan gaya balap sendiri di lintasan yang betul-betul harus dibedakan,"" lugasMarc Marquez.Simak Video ""Marc Marquez Cabut dari Repsol Honda Akhir Musim Ini""[Gambas:Video 20detik](rin/raw)luca marinimarc marquezrepsol hondamotogp 2024motogp 2023motogp","Sport"
"Sepang-Francesco Bagnaiatidak cukup puas setelah finis ketiga diMotoGP Malaysia 2023. Bagnaia bertekad memperbesar jarak denganJorge Martindi Qatar, pekan depan.Rider Ducati itu memulai balapan di Sirkuit Sepang, Minggu (12/11) dari grid terdepan. Bagnaia langsung kehilangan posisinya setelah start untuk berada di belakang Alex Marquez dan Enea Bastianini.Di hampir sepanjang balapan, Bagnaia kesulitan mengejar dua pebalap di depannya dan terlibat duel sengit dengan Jorge Martin yang berada di belakangnya. Pada akhirnya, Bagnaia mengamankan podium sekaligus mengungguli Martin 14 poin diklasemen.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Quartararo Didenda Rp 16,7 Juta karena Helm, Kecam StewardKejuaraanMotoGP 2023tinggal menyisakan empat balapan dalam dua seri: Qatar dan Valencia. Bagnaia sadar bahwa keunggulannya dariJorge Martinbelum aman.""Aku gembira dengan pekerjaan kami, tapi tidak sepenuhnya puas dengan hasilnya karena aku lebih suka finis lebih baik,"" kata pebalap Italia itu diSpeedweek.""Namun, kami harus gembira, sih.""""Aku sangat menantikan balapan di Qatar, lintasannya bagus untuk kami. Kurasa akan sangat penting untuk memperbesar keunggulan. Sekarang 14 poin itu bagus, tapi sudah pasti tidak cukup,"" sambung Bagnaia.Baca juga:Klasemen MotoGP 2023: Bagnaia Jaga Jarak 14 Poin dari MartinAdapun sebuah momen di dalam duel antara Francesco Bagnaia dengan Jorge Martin yang mendapat sorotan. Di Tikungan 5 putaran ketiga dan keempat, Bagnaia berhasil menyalip Martin dari luar untuk mengambil alih posisi ketiga. Hal ini bak menebus kegagalan Bagnaia saat menyalip pebalap Pramac itu saat bertarung di Buriram, Thailand.""Kali ini manuver dari luarnya sukses! Tadi itu pertarungan yang bagus, dan aku mampu berada di depan dia. Kecepatanku cukup tangguh, aku bisa membuka jarak yang lebar. Jadi kami mungkin lebih kompetitif dari dia pada hari ini, yang mana sangat penting. Soalnya ini pertama kalinya dalam banyak balapan aku lebih kompetitif dari dia,""Bagnaiamenambahkan.Simak Video ""Momen Alex Marquez Libas Martin-Bagnaia di Sprint Race MotoGP Malaysia""[Gambas:Video 20detik](rin/bay)francesco bagnaiajorge martinmotogp malaysia 2023motogp malaysiamotogp 2023motogp","Sport"
"Francesco Bagnaiamengoleksi 412 poin di klasemenMotoGP 2023. Jorge Martin di peringkat kedua dengan 398 poin, tertinggal 14 poin dari Bagnaia. Sementara Marco Bezzecchi berada di peringkat ketiga dengan 323 poin.","Sport"
"Sepang-Pebalap YamahaFabio Quartararomengecam steward diMotoGP Malaysia 2023. Quartararo merasa diperlakukan secara tidak adil usai didenda karena helm.Quartararo didenda sebesar 1.000 euro (Rp 16,7 juta) usai finis ke-16 di sprint race MotoGP Malaysia, Sabtu (11/11). Rider berusia 24 tahun itu didakwa melanggar aturan karena melepas kunci helmnya ketika masih di atas motor.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT[Gambas:Twitter]Yang jadi masalah adalah baru sekarang steward menyadari pelanggaran itu. Quartararo mengungkapkan, dia selalu melakukannya setiap balapan tapi selama ini tidak pernah ada masalah.Baca juga:Bastianini, The Beast Is Back!Namun, perlu diketahui bahwa aksi melepas kunci helm saat pebalap masih menunggangi motor secara teknis memang melanggar aturan.Fabio Quartararoberhasil finis kelima di balapan utama MotoGP Malaysia 2023, Minggu (12/11).El Diablotidak sungkan menyebut steward bias.Baca juga:Bukan Harinya Jorge Martin""Para steward tidak melakukan pekerjaan mereka,"" sembur juara dunia MotoGP 2021 ini dikutipCrash.""Kurasa mereka menjatuhkan [penalti] dengan mata terpejam dan memilih orang-orang yang tidak mereka sukai, yaitu aku.""""Aku melakukannya [membuka kunci helm] berkali-kali. Aku melakukannya bertahun-tahun, dan baru kemarin mereka menjatuhkan denda kepadaku. Jadi kurasa mereka tidak melakukan pekerjaan mereka dengan baik,"" sungut Quartararo.Simak Video ""Alex Marquez Tercepat di Practice MotoGP Malaysia, Martin Kedua""[Gambas:Video 20detik](rin/raw)fabio quartararomotogp malaysia 2023motogp malaysiamotogpmotogp 2023","Sport"
"Jakarta-UCI MTB World Championship 2023di Sirkuit SG 1973, Palangka Raya, Kalimantan Tengah (Kalteng), tuntas, Minggu (12/11). Hasilnya pebalap sepeda wakil Indonesia, Dara Latifah naik podium kedua.UCI MTB World Championship 2023 bejalan mulai pukul 13.00 WIB. Para pebalap melakukan kualifikasi untuk menentukan posisi start.Pada kategori woman, persaingan ketat terjadi antara pebalap Italia, Gaia Tormena dengan Dara Latifah, yang merupakan wakil Tanah Air. Balap-balapan terjadi antara keduanya.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTDara Latifah sempat memimpin, namun dirinya harus mengakui keunggulan Gaia Tormena. Pebalap Italia itu mencatatkan waktu 01:42,91. Lebih lambat 0:05,80 dari Dara Latifah. Sedangkan posisi ketiga diraih pebalap asal Belanda, Annemoon Van Dienst dengan waktu selisih 0:07,89 dari Gaia Tormena.Sedangkan pada kategori men, pebalap Prancis, Titouan Perrin Ganier berhasil mempertahankan gelar juara dunianya dengan catatan 01:34,19. Posisi kedua ada rekan senegaranya, Lorenzo Serres dengan 0:04,22 lebih lambat. Adapun posisi ketiga adalah wakil Norwegia, Sondre Rokke (0;30,97 lebih lambat).Baca juga:UCI MTB World Championship 2023: Mencari Juara Dunia di Palangka RayaDara Latifah sangat bersyukur bisa naik podium kedua. Menurutnya, ini melebihi target dia yang hanya lolos ke final.""Taktiknya saya cuma ambil kesempatan. Saya berusaha semaksimal untuk menyalip dia (Gaia). Saya punya target ke depannya bisa susul dia,"" kata Dara.""Jujur saya mendapatkan juara tidak pernah puas. Saya masih banyak PR dan harus belajar,"" tambahnya.Sedangkan, Gaia Tormena sangat puas bisa mendapatkan gelar juara dunua. Ia menikmati kemenangan ini.""Ini adalah kali pertama saya ke Palangka Raya, dan orang-orang di sini sangat luar biasa, sejak saya mendarat di sini, orang-orang sudah menyambut saya dengan cinta, dan saya tidak sabar untuk kembali ke sinitahundepan.""Hal senada juga diungkapkan Titouan Perrin Ganier yang mempertahankan gelar juara dunia dari kelas men. Ini gelar juara dunia pertama yang lahir dari Palangka Raya. Setelah sebelumnya, UCI MTB World Champinship menggunakan banyak seri untuk menentukan gelar juara dunia, seperti tahun 2022.""Sungguh luar biasa, balapan yang ketat di sini, terutama di babak final, banyak juga yang terjatuh, jadi sungguh sebuah capaian luar biasa bisa jadi juara dunia di sini,"" tambah pebalap asal Prancis tersebut.Simak Video ""Ucapan Selamat Kapolri untuk Atlet Sepeda Peraih Medali Sea Games 2023""[Gambas:Video 20detik](ran/yna)uci mtb world championship 2023pb issi","Sport"
"Jakarta-Dunia olahraga Indonesia berduka. Legenda Panahan Indonesia,Kusuma Wardhanimeninggal dunia dan dimakamkan di Makassar.Hal itu diumumkan oleh situs resmi Kemenpora. Kusuma Wardhani punya prestasi mengharumkan.""Kusuma Wardhani mencatat sejarah penting dalam dunia olahraga Indonesia. Bersama Lilies Handayani dan Nurfitriyana Saiman, mereka merebut medali perak nomor beregu putri di Olimpiade Seoul 1988. Ketiganya pun dijuluki Tiga Srikandi Panahan,"" tulis Kemenpora.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT""Catatan medali perak di Seoul 1988 itu merupakan medali pertama Indonesia di ajang Olimpiade,"" sambungnya.Sobatpora, kabar duka datang dari Legenda Panahan Indonesia, Kusuma Wardhani, menghembuskan nafas terakhirnya pada Minggu (12/11) pagi.Kusuma Wardhani mencatat sejarah penting dalam dunia olahraga Indonesia. Bersama Lilies Handayani dan Nurfitriyana Saiman,pic.twitter.com/eFKjMoirFyâ KEMENPORA RI (@KEMENPORA_RI)November 12, 2023Kusuma Wardanimeninggal di kediaman pribadinya di Jalan Toddopuli, Kecamatan Panakkukang, Makassar, Minggu (12/11/2023) sekitar pukul 06.00 Wita. Kusuma Wardani meninggal di usia 59 tahun.""Iya meninggal tadi pagi jam 6 subuh,"" kata Kepala Dinas Pemuda dan Olahraga (Dispora) Sulsel Suherman kepadadetikSulsel,Minggu (12/11/2023).Suherman mengatakan, almarhumah Kusuma Wardani sejak Agustus 2023 lalu menderita sakit strok. Kusuma Wardani Ssempat dirawat di RS Hermina Makassar, kemudian keluar RS dan rawat jalan.""Almarhum memang sudah lama (sakit), mulai Agustus sudah masuk rumah sakit karena strok. Beliau itu strok, tensinya tinggi, masuk rumah sakit,"" kata Suherman.""Jadi pada waktu itu kita menjenguk semua (di RS) terus dipulangkan. Rawat jalan, rawat di rumah. Beberapa hari ini beliau memang makan kurang. Jadi selama pulang rumah sakit itu fisiknya agak lemah,"" tambahnya.(aff/yna)kusuma wardhanipanahan","Sport"
"Jakarta-The Beast is Back!Enea Bastianiniberhasil membukukan podium pertamanya musim ini, podium teratas MotoGP Malaysia. Rekan setim Bagnaia itu berhasil mengasapi lawan-lawannya sejak putaran pertama.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT(/)enea bastianinifrancesco bagnaiajorge martinmotogp malaysiamotogp 2023","Sport"
"Jakarta-Francesco Bagnaiafinis ketiga diMotoGP Malaysia 2023, kalah dari Enea Bastianini dan Alex Marquez. Persaingan sengit sempat dilakoni Bagnaia melawan pesaing utamanya dalam merengkuh gelar, Jorge Martin.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT(/)francesco bagnaiajorge martinmotogp malaysiamotogp 2023","Sport"
"New York-Alex Pereiramenorehkan rekor usai menyabet kemenangan atasJiri ProchazkadiUFC 295. Si Tangan Batu keluar menjadi juara baru kelas berat ringan.UFC 295 digelar di Madison Square Garden, New York City, Amerika Serikat, Minggu (12/11/2023) WIB. Partai utamanya menyajikan duel Pereira vs Jiri Prochazka.Duel kelas berat ringan itu berjalan singkat, yakni hanya empat menit 8 detik. Pereira keluar menjadi pemenang dengan TKO, usai sikutannya membuat sang lawan tak berkutik.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTSukses itu membuat Pereira menjadi juara baru kelas berat ringan. Sabuk itu sebelumnya lowong usai dilepas Jamahal Hill.Alex Pereirajuga menyabet gelar keduanya dalam setahun. Tepat setahun lalu, fighter asal Brasil itu sempat menjadi jawara di kelas menengah, usai mengalahkan Israel Adesanya. Pereira menjadi fighter tercepat yang bisa meraih dua sabuk divisi berbeda di UFC.POATAN RUNS NEW YORK ð¹ð½@AlexPereiraUFCdefeats Jiri Prochazka by TKO and becomes our new Light Heavyweight champion![#UFC295| B2YB@CallofDuty]pic.twitter.com/H8oVFWT1G0â UFC (@ufc)November 12, 2023Namun dalam rematch pada April lalu, Pereira gantian kalah dari Adesanya sehingga kehilangan gelarnya.Usai kalah itu, Pereira naik kelas ke berat ringan dan langsung menang pada debutnya di divisi baru usai mengalahkan Jan Blachowicz. Sampai akhirnya, Poatan atau Si Tangan Batu menang dalam duel perebutan gelar kelas ringan.Selain kemenanganAlex Pereira,UFC 295juga menyajikan kemenangan Tom Aspinall atas Sergei Pavlovich. Aspinall merebut gelar interim kelas berat usai menang KO atas sang lawan.Berikut Hasil UFC 295UFC Light Heavyweight Alex Pereira menang TKO vs Jiri ProchazkaUFC Heavyweight Tom Aspinall menang KO vs Sergei PavlovichUFC Women's Strawweight Jessica Andrade menang TKO vs Mackenzie DernUFC Lightweight Bennoit Saint-Denis menang KO vs Matt FrevolaUFC Featherweight Diego Lopes menang KO vs Pat SabatiniPreliminary CardUFC Featherweight Steve Erceg menang angka (unanimous) vs Alessandro CostaUFC Women's Strawweight Loopy Godinez menang angka (split) vs Tabatha RichiUFC Catchweight Mateuz Rebecki menang submission vs Rooselvelt RobertsUFC Lightweight Nazim Sadykhov draw (majority) vs Viacheslav BorshchevSimak Video ""Pertarungan Elon Musk dan Mark Zuckerberg Tidak Dikelola UFC""[Gambas:Video 20detik](yna/aff)alex pereirajiri prochazkaufc 295ufc","Sport"
"Jakarta-Enea Bastianiniakhirnya jadi juara lagi diMotoGP.Bastianini tampil sempurna di MotoGP Malaysia 2023, The Beast is back!MotoGP Malaysia 2023digelar di Sirkuit Sepang, Minggu (12/11) siang WIB. Cuaca panas memayungi lintasan.Enea Bastinini yang memulai dari posisi start ketiga, langsung melesat ke posisi pertama begitu balapan dimulai. Setelahnya, Bastianini praktis tidak tekejar oleh Alex Marquez di belakangnya.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Hasil MotoGP Malaysia 2023: Bastianini Juara, Bagnaia Ketiga, Martin GagalEnea Bastianiniakhirnya jadi juara MotoGP lagi, setelah terakhir di tahun lalu di Aragon. Bastianini sedianya alami cedera engkel kiri dan retak tulang kiri, sehingga harus naik meja operasi.Bastianini pelan-pelan mulai mengaspal lagi diMotoGP 2023dan menemukan ritmenya. Sampai akhirnya, The Beast bisa juara di Malaysia!Baca juga:Bukan Harinya Jorge MartinEnea Bastianinitampak begitu emosional. Rider Ducati itu menyebut, dirinya berjuang keras agar bisa kembali ke jalur kemenangan.""Rasanya capek sekali,"" buka Bastianini selepas balapan seperti dilansir dari situs resmi MotoGP.""Saya memberikan 100 persen hari ini, mentalitas dan segalanya 100 persen. Setelah sekian lama, akhirnya jadi juara juga,"" lanjutnya.""Tim dan keluarga saya tahu kalau saya bekerja keras. Saya terus mencoba, terima kasih untuk semuanya. Fantastis,"" tutupnya.Baca juga:Klasemen MotoGP 2023: Bagnaia Jaga Jarak 14 Poin dari Martin(aff/ran)enea bastianinimotogp 2023motogpmotogp malaysia 2023","Sport"
"Jakarta-Francesco Bagnaiaterus puncakiKlasemen MotoGP 2023.Podium di MotoGP Malaysia 2023 membuat Pecco jaga jarak dari pesaing terdekatnya,Jorge Martin.MotoGP Malaysia 2023tuntas digelar di Sirkuit Sepang, Minggu (12/11) siang WIB. Enea Bastianini jadi juara, disusul oleh Alex Marquez dan Francesco Bagnaia.Baca juga:Hasil MotoGP Malaysia 2023: Bastianini Juara, Bagnaia Ketiga, Martin GagalSebelum balapan,Francesco Bagnaiamasih berada di puncakKlasemen MotoGP 2023.Pun meski cuma finis di posisi ketiga, Bagnaia masih bisa raup poin dan mempertahankan puncaknya!ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTJorge Martin gagal naik podium. Sepanjang balapan MotoGP Malaysia 2023, Martin terus diasapi Bagnaia dan akhirnya gagal naik podium.Baca juga:Bukan Harinya Jorge MartinDiKlasemen MotoGP 2023,kiniFrancesco Bagnaiamengoleksi 412 poin.Jorge Martindi peringkat kedua dengan 398 poin, alias minus 14 poin. Sementara Marco Bezzecchi, berada di peringkat ketiga dengan 323 poin.A two-horse race for the title in the last two race weekends! âï¸@PeccoBagnaialeaves Sepang with a 14-point advantage on@88jorgemartinð#MalaysianGPð²ð¾pic.twitter.com/w33FwDpBS5â MotoGPâ¢ð (@MotoGP)November 12, 2023MotoGP 2023masih akan menyisakan dua seri lagi. Dua seri itu adalah MotoGP Qatar pada 20 November dan MotoGP Valencia pada 26 November.Martin masih punya peluang untuk mengejar Bagnaia. Bagnaia pun ditantang, akankah mampu mempertahankan gelar juaranya?Klasemen MotoGP 2023:1 = Francesco Bagnaia ITA Ducati Lenovo (GP23) 4122 = Jorge Martin SPA Pramac Ducati (GP23) 398 (-14)3 = Marco Bezzecchi ITA Mooney VR46 Ducati (GP22) 323 (-89)4 = Brad Binder RSA Red Bull KTM (RC16) 254 (-158)5 ^1 Johann Zarco FRA Pramac Ducati (GP23) 200 (-212)6 Ë1 Aleix Espargaro SPA Aprilia Racing (RS-GP23) 198 (-214)7 = Maverick ViÃ±ales SPA Aprilia Racing (RS-GP23) 175 (-237)8 = Luca Marini ITA Mooney VR46 Ducati (GP22) 171 (-241)9 ^1 Fabio Quartararo FRA Monster Yamaha (YZR-M1) 156 (-256)10 Ë1 Jack Miller AUS Red Bull KTM (RC16) 156 (-256)11 = Alex Marquez SPA Gresini Ducati (GP22) 149 (-263)12 = Fabio di Giannantonio ITA Gresini Ducati (GP22) 100 (-312)13 = Franco Morbidelli ITA Monster Yamaha (YZR-M1) 93 (-319)14 = Marc Marquez SPA Repsol Honda (RC213V) 84 (-328)15 ^4 Enea Bastianini ITA Ducati Lenovo (GP23) 76 (-336)16 Ë1 Miguel Oliveira POR RNF Aprilia (RS-GP22) 76 (-336)17 Ë1 Augusto Fernandez SPA Tech3 GASGAS (RC16)* 69 (-343)18 Ë1 Alex Rins SPA LCR Honda (RC213V) 54 (-358)19 Ë1 Takaaki Nakagami JPN LCR Honda (RC213V) 52 (-360)20 = Raul Fernandez SPA RNF Aprilia (RS-GP22) 40 (-372)21 = Dani Pedrosa SPA Red Bull KTM (RC16) 32 (-380)22 = Joan Mir SPA Repsol Honda (RC213V) 24 (-388)23 = Pol Espargaro SPA Tech3 GASGAS (RC16) 13 (-399)24 = Lorenzo Savadori ITA Aprilia Factory (RS-GP23) 9 (-403)25 = Jonas Folger GER KTM Test Rider (RC16) 9 (-403)26 = Stefan Bradl GER LCR Honda (RC213V) 8 (-404)27 = Michele Pirro ITA Ducati Lenovo (GP23) 5 (-407)28 = Danilo Petrucci ITA Ducati Lenovo (GP23) 5 (-407)29 = Cal Crutchlow GBR Yamalube RS4GP (YZR-M1) 3 (-409).(aff/ran)klasemen motogp 2023motogp 2023francesco bagnaiajorge martinmotogp malaysia 2023","Sport"
"Jakarta-Jorge Martingagal terus menekan Francesco Bagnaia diMotoGP Malaysia 2023.Satu kesempatan emas terbuang, gagal podium sudah.MotoGP Malaysia 2023berlangsung di Sirkuit Sepang, Minggu (12/11) siang WIB dalam balapan 20 lap.Francesco Bagnaia,Jorge Martin, dan Enea Bastianini mengisi posisi tiga terdepan.Baca juga:Hasil MotoGP Malaysia 2023: Bastianini Juara, Bagnaia Ketiga, Martin GagalBegitu balapan dimulai, Bastianini langsung melesat ke depan. Apes buatJorge Martin,dirinya melebar di tikungan pertama!ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTMartin langsung tercecer ke posisi keempat di belakangnya Bagnaia, Alex Marquez, dan Bastianini. Martin tahu betul dirinya harus bisa rebut podium demi bisa terus menekan Pecco.Baca juga:MotoGP Malaysia 2023: Salip-salipan Bagnaia-Martin!Di lap keempat pada tikungan keempat,Jorge Martinpunya peluang emas. Rider Pramac itu bisa menyalip Francesco Bagnaia dari sisi dalam!Bagnaia tidak menyerah, di tikungan selanjutnya, Bagnaia gantian menyalip lagi dari sisi luar!THE ULTIMATE TITANIC TUSSLE! âï¸âï¸âï¸@PeccoBagnaiais scratching and clawing to defend that P3! ð¥#MalaysianGPð²ð¾pic.twitter.com/3vzbNWVheDâ MotoGPâ¢ð (@MotoGP)November 12, 2023Setelahnya, Bagnaia sulit terkejar. Martin bahkan sampai tercecer enam detik.Atas hasil itu diKlasemen MotoGP 2023sementara, Bagnaia masih memimpin dengan keunggulan 14 poin dari Martin di belakangnya.Martin sampai geleng-geleng kepala saat balapan tuntas. Dirinya kecewa betul, gagal naik ke podium.Sisa dua seri lagi yakni di Qatar dan Valencia, persaingan diyakini terus akan ketat!(aff/yna)motogp malaysia 2023motogp malaysiamotogp 2023motogpjorge martinfrancesco bagnaiaklasemen motogp 2023","Sport"
"Jakarta-MotoGP Malaysia 2023tuntas digelar. Enea Bastianini jadi juaranya, diikuti Alex Marquez dan Francesco Bagnaia. Jorge Martin gagal podium!MotoGP Malaysia 2023berlangsung di Sirkuit Sepang, Minggu (12/11) siang WIB. Inilah balapan seri ke-18, jelang penutupan MotoGP 2023.Francesco Bagnaia mengisi posisi pole, diikuti olehJorge Martindan Enea Bastianini di belakangnya. Melengkapi lima terdepan, ada Alex Marquez dan Luca Marini.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTJalannya BalapanBagnaia melesat begitu balapan dimulai. Apes buat Martin, dirinya melebar di tikungan pertama!Bastianini pun mampu rebut posisi pertama. Alex Marquez melesat dari posisi keempat untuk berada di belakangnya, sementara Bagnaiamelorot ke tempat ketiga dan dibayangi Martin.Martin terus mencoba menekan Bagnaia. Drama terjadi di tikungan keempat pada lap keempat, ketika Martin mampu menyalip Bagnaia, tapi bisa disalip lagi!Baca juga:Bukan Harinya Jorge MartinEnea Bastianini terus nyaman di posisi pertama, sulit terkejar oleh Alex Marquez di pertengahan balapan tepatnya kap ke-10.Francesco Bagnaiamasih tempati peringkat ketiga, unggul 1,536 detik dari Jorge Martin di belakangnya. Sementara itu, enam rider alami crash di tikungan sembilan seperti Aleix Espargaro, Joan Mir, dan Miguel Oliveira.Bagnaia terus jaga jarak dari kejaran Martin sampai tujuh lap terakhir. Dirinya bisa unggul cukup jauh, 2,271 detik!Quartararo mampu tampil konsisten. Rider Yamaha itu memulai dari posisi kedelapan, pelan-pelan naik ke posisi ketujuh lalu kelima lewati Jack Miller dan Marco Bezzecchi.Baca juga:Bastianini, The Beast Is Back!Tiga lap terakhir, posisi tidak berubah di garis depan. Martin terus tercecer, ketinggalan sampai enam detik dari Bagnaia.MotoGP Malaysia 2023tuntas.Enea Bastianinifinis pertama, diikuti oleh Alex Marquez danFrancesco Bagnaia.Hasil MotoGP Malaysia 2023:1. Enea Bastianini ITA Ducati Lenovo (GP23) 39m 59.137s2. Alex Marquez SPA Gresini Ducati (GP22) +1.535s3. Francesco Bagnaia ITA Ducati Lenovo (GP23) +3.562s4. Jorge Martin SPA Pramac Ducati (GP23) +10.526s5. Fabio Quartararo FRA Monster Yamaha (YZR-M1) +15.000s6. Marco Bezzecchi ITA Mooney VR46 Ducati (GP22) +16.946s7. Franco Morbidelli ITA Monster Yamaha (YZR-M1) +18.553s8. Jack Miller AUS Red Bull KTM (RC16) +19.204s9. Fabio Di Giannantonio ITA Gresini Ducati (GP22) +19.399s10. Luca Marini ITA Mooney VR46 Ducati (GP22) +19.740s11. Maverick ViÃ±ales SPA Aprilia Racing (RS-GP23) +21.189s12. Johann Zarco FRA Pramac Ducati (GP23) +23.598s13. Marc Marquez SPA Repsol Honda (RC213V) +27.079s14. Augusto Fernandez SPA Tech3 GASGAS (RC16)* +28.940s15. Pol Espargaro SPA Tech3 GASGAS (RC16) +29.849s16. Iker Lecuona SPA LCR Honda (RC213V) +50.960s17. Alvaro Bautista SPA Aruba.It Ducati (GP23) +53.564s18. Takaaki Nakagami JPN LCR Honda (RC213V) +42.162sBrad Binder RSA Red Bull KTM (RC16) DNFAleix Espargaro SPA Aprilia Racing (RS-GP23) DNFRaul Fernandez SPA RNF Aprilia (RS-GP22) DNFMiguel Oliveira POR RNF Aprilia (RS-GP22) DNFJoan Mir SPA Repsol Honda (RC213V) DNFBaca juga:Klasemen MotoGP 2023: Bagnaia Jaga Jarak 14 Poin dari Martin(aff/ran)motogp malaysia 2023motogp malaysiamotogp 2023motogphasil motogpenea bastianinifrancesco bagnaiajorge martin","Sport"
